id,category,language,message,translation
1352,backend,ja,Buy (qty) and get 1 at (percen)% off,（数量）を購入して（パーセント）％オフで1をゲット
1353,backend,ja,Promo Type,プロモーションタイプ
1355,backend,ja,Gallery Image,ギャラリー画像
1356,backend,ja,Enabled Opt in for no contact delivery,連絡先配信なしのオプトインを有効にする
1357,backend,ja,Free Delivery On First Order,初回注文で送料無料
1358,backend,ja,Delivery Charge Type,配送料タイプ
1359,backend,ja,Standard delivery fee,標準配送料
1360,backend,ja,Delivery Settings,配信設定
1361,backend,ja,Delivery estimation,納期の見積もり
1362,backend,ja,in minutes example 10-20mins,分単位の例10〜20分
1363,backend,ja,Minimum Order,最小注文
1364,backend,ja,Maximum Order,最大注文数
1365,backend,ja,Pickup estimation,ピックアップの見積もり
1366,backend,ja,Instructions,手順
1367,backend,ja,Customer Pickup Instructions,顧客ピックアップの手順
1368,backend,ja,Describe how a customer will pickup their order when they arrive to your store. Instructions will be displayed on a customer's order status page.,顧客が店舗に到着したときに注文を受け取る方法を説明します。指示は、顧客の注文ステータスページに表示されます。
1369,backend,ja,Dinein estimation,ディネイン推定
1370,backend,ja,Customer Dinein Instructions,顧客の食事の説明
1371,backend,ja,Describe how customer will dinein in your restaurant. Instructions will be displayed on a customer's order status page,顧客があなたのレストランでどのように食事をするかを説明してください。指示は、顧客の注文ステータスページに表示されます
1372,backend,ja,Page not found,ページが見つかりません
1373,backend,ja,This page is not available in your account.,このページはアカウントで利用できません。
1374,backend,ja,Update Coupon,クーポンの更新
1375,backend,ja,Offers list,オファーリスト
1376,backend,ja,Valid,有効
1377,backend,ja,All Offers,すべてのオファー
1378,backend,ja,Add Offers,オファーを追加
1379,backend,ja,Offer Percentage,オファーの割合
1380,backend,ja,Orders Over,注文オーバー
1381,backend,ja,Valid From,から有効
1382,backend,ja,Valid To,有効期限
1383,backend,ja,Applicable to,に適用可能
1384,backend,ja,Gallery list,ギャラリーリスト
1385,backend,ja,"Your sales, cash in and referral earnings",あなたの売り上げ、キャッシュイン、紹介収入
1386,backend,ja,Available Balance,利用可能残高
1388,backend,ja,Request Payout,支払いをリクエストする
1389,backend,ja,Add to your balance,残高に追加する
1390,backend,ja,Minimum amount,最小額
1391,backend,ja,how much do you want to add to your account?,アカウントにいくら追加しますか？
1392,backend,ja,Enter top up amount,補充額を入力してください
1394,backend,ja,Continue,継続する
1395,backend,ja,Minimum amount {{amonut}},最小金額{{amount}}
1396,backend,ja,Adjustment commission order #{{order_id}},調整手数料注文＃{{order_id}}
1397,backend,ja,Refund commission order #{{order_id}},コミッション注文の払い戻し＃{{order_id}}
1398,backend,ja,Commission on order #{{order_id}},注文に関する手数料＃{{order_id}}
1399,backend,ja,Sales on order #{{order_id}},注文の売上＃{{order_id}}
1400,backend,ja,Payment to order #{{order_id}},注文への支払い＃{{order_id}}
1401,backend,ja,Payout to {{account}},{{account}}への支払い
1402,backend,ja,Payout History,支払い履歴
1404,backend,ja,Payout account,支払いアカウント
1406,backend,ja,Set Account,アカウントを設定する
1407,backend,ja,Date Processed,処理日
1408,backend,ja,Set your default payout account,デフォルトの支払いアカウントを設定する
1410,backend,ja,Individual,個人
1411,backend,ja,Account information,口座情報
1412,backend,ja,Bank Account Holders Name,銀行口座名義人の名前
1413,backend,ja,Reply,返事
1414,backend,ja,Customer review,カスタマーレビュー
1415,backend,ja,Your Reply,あなたの返信
1416,backend,ja,Comments ([number_comments]),コメント（[number_comments]）
1417,backend,ja,Date Created. [date_created],作成日。 [date_created]
1418,backend,ja,User List,ユーザーリスト
1419,backend,ja,Sales Summary Report,売上概要レポート
1420,backend,ja,Average price,平均価格
1421,backend,ja,Total qty sold,販売数量の合計
1423,backend,ja,Sales chart,販売チャート
1424,backend,ja,All Items,全てのアイテム
1425,backend,ja,Supplier List,サプライヤーリスト
1426,backend,ja,Contacts,連絡先
1427,backend,ja,Add Supplier,サプライヤーを追加
1428,backend,ja,Phone Number,電話番号
1429,backend,ja,Address 1,住所（1
1430,backend,ja,Address 2,アドレス2
1431,backend,ja,Postal/zip code,郵便番号
1432,backend,ja,Region,領域
1433,backend,ja,Notes,ノート
1434,backend,ja,Supplier Name,サプライヤ名
1435,backend,ja,Archive Order List,アーカイブ注文リスト
1436,backend,ja,Order has the same status,注文のステータスは同じです
1437,backend,ja,Status Updated,ステータスが更新されました
1438,backend,ja,Amount to refund cannot be less than 0,払い戻し金額は0未満にすることはできません
1439,backend,ja,You don't have enough balance in your account. please load your account to process this order.,アカウントに十分な残高がありません。この注文を処理するには、アカウントを読み込んでください。
1440,backend,ja,Amount to less cannot be less than 0,未満の金額は0未満にすることはできません
1441,backend,ja,Less on account,アカウントが少ない
1445,backend,ja,Status not found,ステータスが見つかりません
1447,backend,ja,Order is cancelled,注文はキャンセルされました
1448,backend,ja,Order is delayed by [mins]min(s),注文は[分]分遅れます
1449,backend,ja,Customer is notified about the delayed.,遅延についてお客様に通知されます。
1450,backend,ja,Item row not found,アイテム行が見つかりません
1451,backend,ja,Succesful,成功
1452,backend,ja,Additional charge must be greater than zero,追加料金はゼロより大きくなければなりません
1453,backend,ja,Item added to order,注文に追加されたアイテム
1454,backend,ja,Customer name is requied,顧客名が必要です
1455,backend,ja,Customer contact number is requied,お客様の連絡先番号が必要です
1456,backend,ja,Delivery address is requied,配送先住所が必要です
1457,backend,ja,Delivery coordinates is requied,配送座標が必要です
1459,backend,ja,Order Information updated,注文情報が更新されました
1460,backend,ja,Client information not found,クライアント情報が見つかりません
1461,backend,ja,Invalid email address,無効な電子メールアドレス
1462,backend,ja,Account number is required,アカウント番号が必要です
1463,backend,ja,Account name is required,アカウント名が必要です
1464,backend,ja,Bank name is required,銀行名が必要です
1465,backend,ja,Swift code is required,Swiftコードが必要です
1466,backend,ja,Country is required,国が必要です
1467,backend,ja,Payout account saved,ペイアウトアカウントが保存されました
1468,backend,ja,Payout request successfully logged,支払い要求が正常にログに記録されました
1470,backend,ja,Setting saved,保存された設定
1471,backend,ja,Tax not found,税金が見つかりません
1473,backend,ja,No item solds yet,まだ商品は販売されていません
1474,backend,ja,You don't have customer yet,まだ顧客がいません
1475,backend,ja,You don't have sales yet,まだ売り上げはありません
1477,backend,ja,Voucher code not found,バウチャーコードが見つかりません
1478,backend,ja,Customer succesfully created,顧客は正常に作成されました
1479,backend,ja,Order created by {{merchant_user}},{{merchant_user}}によって作成された注文
1482,backend,ja,Record not found,記録が見当たりませんでした
1483,backend,ja,Merchant not found,販売者が見つかりません
1484,backend,ja,Payout status set to paid,支払いステータスが支払い済みに設定
1485,backend,ja,Transaction not found,トランザクションが見つかりません
1486,backend,ja,Payout cancelled,支払いがキャンセルされました
1487,backend,ja,Payout will process in a minute or two,支払いは1、2分で処理されます
1488,backend,ja,device updated,デバイスが更新されました
1489,backend,ja,user device not found,ユーザーデバイスが見つかりません
1494,backend,ja,No recent payout request,最近の支払い要求はありません
1495,backend,ja,Sort menu saved,保存されたソートメニュー
1496,backend,ja,Invalid ID,IDが無効です
1497,backend,ja,View,意見
1500,backend,ja,History,歴史
1501,backend,ja,Manage Plan,計画の管理
1502,backend,ja,Avatar,アバター
1503,backend,ja,Order#{{order_id}} from {{customer_name}},{{customer_name}}からのOrder＃{{order_id}}
1504,backend,ja,Your order #{{order_id}} is accepted by {{restaurant_name}},ご注文の＃{{order_id}}は{{restaurant_name}}によって受け付けられます
1505,backend,ja,Go with merchant recommendation,商人の推薦で行く
1506,backend,ja,Contact me,私に連絡して
1507,backend,ja,Cancel the entire order,注文全体をキャンセルする
1508,backend,ja,Order Details,注文詳細
1509,backend,ja,Merchant - information,商人-情報
1510,backend,ja,Merchant - login,マーチャント-ログイン
1514,backend,ja,Merchant - Payment history,販売者-支払い履歴
1517,backend,ja,View Order #[order_id],注文番号[order_id]を表示
1519,backend,ja,Cancel Orders,注文をキャンセルする
1524,backend,ja,Update Offers,オファーの更新
1530,backend,ja,Printing Options,印刷オプション
1534,backend,ja,Security,安全
1535,backend,ja,Menu Options,メニューオプション
1538,backend,ja,Booking,予約
1541,backend,ja,Update Language,言語の更新
1545,backend,ja,Add featured locations,注目の場所を追加する
1546,backend,ja,Succesfully updated,正常に更新されました
1547,backend,ja,This field is required,この項目は必須です
1549,backend,ja,Initial Password must be repeated exactly.,初期パスワードは正確に繰り返す必要があります。
1550,backend,ja,Email address already exist.,メールアドレスはすでに存在します。
1551,backend,ja,"{value}"" has already been taken.","{value} ""はすでに取得されています。"
1552,backend,ja,"{value}"" has already been added.","{value} ""はすでに追加されています。"
1553,backend,ja,{attribute} is not a valid URL.,{attribute}は有効なURLではありません。
1554,backend,ja,This field must be a number.,このフィールドは数値である必要があります。
1555,backend,ja,{attribute} is too small (minimum is {min}).,{attribute}が小さすぎます（最小値は{min}です）。
1556,backend,ja,{attribute} is too big (maximum is {max}).,{attribute}が大きすぎます（最大は{max}です）。
1557,backend,ja,this field must be time example hh:mm.,このフィールドは、時間の例hh：mmである必要があります。
1560,backend,ja,Succesfully created,正常に作成されました
1561,backend,ja,Settings saved,保存された設定
1562,backend,ja,Failed cannot update,失敗しました更新できません
1563,backend,ja,Failed cannot save,失敗して保存できません
1564,backend,ja,The file was larger than 10MB. Please upload a smaller file.,ファイルが10MBを超えていました。小さいファイルをアップロードしてください。
1565,backend,ja,"The file ""{file}"" cannot be uploaded. Only files with these extensions are allowed: {extensions}.",ファイル「{file}」はアップロードできません。次の拡張子を持つファイルのみが許可されます：{extensions}。
1566,backend,ja,This field cannot be blank.,このフィールドを空白にすることはできません。
1567,backend,ja,New Password must be repeated exactly,新しいパスワードは正確に繰り返す必要があります
1568,backend,ja,this field is too short (minimum is {min} characters).,このフィールドは短すぎます（最小は{min}文字です）。
1569,backend,ja,this field is too long (maximum is {max} characters).,このフィールドは長すぎます（最大は{max}文字です）。
1570,backend,ja,Record not found.,記録が見当たりませんでした。
1572,backend,ja,Please correct the forms,フォームを修正してください
1573,backend,ja,You are not authorized to perform this action,このアクションを実行する権限がありません
1574,backend,ja,This field is not a valid URL,このフィールドは有効なURLではありません
1575,backend,ja,Front Translation,フロント翻訳
1576,front,ja,Let's find best food for you,あなたにぴったりの食べ物を見つけましょう
1577,front,ja,Enter delivery address,配送先住所を入力してください
1578,front,ja,Cuisine type,料理の種類
1579,front,ja,No Minimum Order,最小注文なし
1580,front,ja,"Order in for yourself or for the group, with no restrictions on order value",注文額に制限なく、ご自身またはグループでご注文ください
1581,front,ja,Live Order Tracking,ライブ注文追跡
1582,front,ja,"Know where your order is at all times, from the restaurant to your doorstep",レストランから玄関先まで、注文がどこにあるかを常に把握してください
1583,front,ja,Lightning-Fast Delivery,電光石火-速い配達
1584,front,ja,Experience karenderia superfast delivery for food delivered fresh & on time,新鮮で時間通りに配達される食品のカレンデリア超高速配達を体験してください
1585,front,ja,Best promotions in your area,お住まいの地域で最高のプロモーション
1586,front,ja,Rising stars restaurants,注目株レストラン
1587,front,ja,Fastest delivery for you!,あなたのための最速の配達！
1588,front,ja,Party night?,パーティナイト？
1589,front,ja,Popular nearby,近くで人気
1590,front,ja,Up to,まで
1591,front,ja,Try something,何か試してみてください
1592,front,ja,Best quick,最高のクイック
1593,front,ja,Maybe,多分
1594,front,ja,New,新しい
1595,front,ja,Lunch,ランチ
1596,front,ja,Snacks?,おやつ？
1597,front,ja,Check,小切手
1598,front,ja,New restaurant,新しいレストラン
1599,front,ja,Are you a restaurant owner?,あなたはレストランのオーナーですか？
1600,front,ja,Join us and reach new customers,私たちに参加して、新しい顧客にリーチしてください
1601,front,ja,Just a few steps to join our family,私たちの家族に参加するためのほんの数ステップ
1602,front,ja,Join,加入
1603,front,ja,Best restaurants,最高のレストラン
1604,front,ja,In your pocket,あなたのポケットに
1606,front,ja,Download,ダウンロード
1607,front,ja,K mobile app,Kモバイルアプリ
1608,front,ja,"Order from your favorite restaurants & track on the go, with the all-new K app.",まったく新しいKアプリを使って、お気に入りのレストランから注文し、外出先でトラックを楽しみましょう。
1609,front,ja,Website,Webサイト
1610,front,ja,Cart,カート
1611,front,ja,Sign in,サインイン
1612,front,ja,You don't have any orders here!,ここに注文はありません！
1613,front,ja,let's change that!,それを変えましょう！
1614,front,ja,Login,ログイン
1615,front,ja,Remember me,私を覚えてますか
1616,front,ja,Forgot password?,パスワードをお忘れですか？
1617,front,ja,Mobile number or email,携帯電話番号またはメール
1618,front,ja,Password,パスワード
1619,front,ja,Don't have an account?,アカウントをお持ちではありませんか？
1620,front,ja,Sign Up,サインアップ
1621,front,ja,User cancelled login or did not fully authorize.,ユーザーがログインをキャンセルしたか、完全に承認しませんでした。
1622,front,ja,Login with Facebook,Facebookでログイン
1624,front,ja,Login with Google,Googleでログイン
1625,front,ja,Let's get started,始めましょう
1626,front,ja,Enter your phone number,電話番号を入力してください
1627,front,ja,Next,次
1628,front,ja,Have an account?,アカウントを持っています？
1629,front,ja,Enter the code sent to,に送信されたコードを入力してください
1630,front,ja,Resend Code,コードを再送する
1631,front,ja,Resend Code in,でコードを再送する
1633,front,ja,Fill your information,あなたの情報を記入してください
1634,front,ja,First name,ファーストネーム
1635,front,ja,Last name,苗字
1636,front,ja,Email address,電子メールアドレス
1638,front,ja,Confirm Password,パスワードを認証する
1639,front,ja,Submit,送信
1640,front,ja,Clear all,すべてクリア
1641,front,ja,Filter,フィルター
1642,front,ja,Over,以上
1643,front,ja,Free delivery,無料配達
1644,front,ja,end of result,結果の終わり
1645,front,ja,Fastest delivery in,で最速の配達
1646,front,ja,Receive food in less than 20 minutes,20分以内に食べ物を受け取る
1647,front,ja,Sorry! We're not there yet,ごめん！私たちはまだそこにいません
1648,front,ja,"We're working hard to expand our area. However, we're not in this location yet. So sorry about this, we'd still love to have you as a customer.",私たちは地域を拡大するために一生懸命取り組んでいます。しかし、私たちはまだこの場所にいません。申し訳ありませんが、お客様としてご利用いただければ幸いです。
1649,front,ja,Try something new in,で何か新しいことを試してみてください
1650,front,ja,Most popular,最も人気のある
1651,front,ja,Rating,評価
1652,front,ja,Promo,プロモーション
1653,front,ja,Free delivery first order,送料無料初回注文
1654,front,ja,Price range,価格帯
1655,front,ja,Cuisines,料理
1656,front,ja,Max Delivery Fee,最大配送料
1657,front,ja,Delivery Fee,配送料
1658,front,ja,Ratings,評価
1659,front,ja,Search,検索
1660,front,ja,Now,今
1661,front,ja,"No default map provider, check your settings.",デフォルトのマッププロバイダーはありません。設定を確認してください。
1662,front,ja,No results,結果がありません
1663,front,ja,Invalid file,無効なファイル
1664,front,ja,Record not found,記録が見当たりませんでした
1665,front,ja,invalid error,無効なエラー
1666,front,ja,You already added review for this order,この注文のレビューはすでに追加されています
1667,front,ja,Login successful,ログイン成功
1668,front,ja,Please wait until we redirect you,リダイレクトされるまでお待ちください
1669,front,ja,Registration successful,登録に成功
1670,front,ja,Discount {{discount}}%,割引{{discount}}％
1671,front,ja,Pin location is too far from the address,PINの場所が住所から遠すぎます
1672,front,ja,User not login or session has expired,ログインしていないユーザーまたはセッションの有効期限が切れています
1673,front,ja,We sent a code to {{email_address}}.,{{email_address}}にコードを送信しました。
1674,front,ja,Your verification code is {{code}},確認コードは{{code}}です
1676,front,ja,Your session has expired please relogin,セッションの有効期限が切れています。再ログインしてください
1677,front,ja,Invalid 6 digit code,無効な6桁のコード
1678,front,ja,Succesfull change contact number,連絡先番号の変更に成功
1679,front,ja,Voucher code not found,バウチャーコードが見つかりません
1680,front,ja,Payment provider not found,支払いプロバイダーが見つかりません
1681,front,ja,"This store is close right now, but you can schedulean order later.",この店は現在閉店していますが、後で注文することができます。
1682,front,ja,Your Order has been place,ご注文は完了しました
1683,front,ja,Your order from,からのご注文
1684,front,ja,Summary,概要
1685,front,ja,Track,追跡
1686,front,ja,Buy again,もう一度購入する
1687,front,ja,Customer cancel this order,お客様はこの注文をキャンセルします
1688,front,ja,Your order is now cancel. your refund is on its way.,ご注文はキャンセルされました。払い戻しは途中です。
1689,front,ja,Your order is now cancel. your partial refund is on its way.,ご注文はキャンセルされました。部分的な払い戻しが進行中です。
1690,front,ja,This order has already been cancelled,この注文はすでにキャンセルされています
1691,front,ja,Customer cancell this order,お客様はこの注文をキャンセルします
1692,front,ja,Your order is now cancel.,ご注文はキャンセルされました。
1693,front,ja,not login,ログインしない
1694,front,ja,You must login to save this store,このストアを保存するにはログインする必要があります
1695,front,ja,Merchant has not set time opening yet,マーチャントはまだ開店時間を設定していません
1696,front,ja,Phone number already exist,電話番号はすでに存在します
1697,front,ja,Accout not verified,アカウントは確認されていません
1698,front,ja,Your account is {{status}},あなたのアカウントは{{status}}です
1699,front,ja,Check {{email_address}} for an email to reset your password.,パスワードをリセットするためのメールについては、{{email_address}}を確認してください。
1700,front,ja,Your account is either inactive or not verified.,アカウントが非アクティブであるか、確認されていません。
1701,front,ja,No email address found in our records. please verify your email.,記録にメールアドレスが見つかりません。メールアドレスを確認してください。
1703,front,ja,Your password is now updated.,これでパスワードが更新されました。
1704,front,ja,You have already existing request.,すでにリクエストがあります。
1706,front,ja,Invalid file extension,無効なファイル拡張子
1707,front,ja,"Invalid file size, allowed size are {{size}}",無効なファイルサイズ、許可されるサイズは{{size}}です
1708,front,ja,Failed cannot upload file.,失敗したファイルをアップロードできません。
1709,front,ja,Profile photo saved,プロフィール写真を保存しました
1710,front,ja,Invalid data,無効なデータ
1711,front,ja,File not found,ファイルが見つかりません
1712,front,ja,ID is empty,IDが空です
1714,front,ja,Payment not found,支払いが見つかりません
1715,front,ja,{{count}} store,{{count}}ストア
1716,front,ja,{{count}} stores,{{count}}ストア
1717,front,ja,low cost restaurant,低価格のレストラン
1718,front,ja,{{review_count}} reviews,{{review_count}}レビュー
1719,front,ja,Save store,ストアを保存
1720,front,ja,Saved,保存しました
1721,front,ja,Enter your address,住所を入力してください
1722,front,ja,Gallery,ギャラリー
1723,front,ja,Reviews,レビュー
1724,front,ja,Based on,に基づく
1726,front,ja,Load more,もっと読み込む
1727,front,ja,Few words about {{restaurant_name}},{{restaurant_name}}についてのいくつかの言葉
1728,front,ja,Address,住所
1729,front,ja,Get direction,方向性を得る
1730,front,ja,Opening hours,営業時間
1731,front,ja,Add to cart,カートに追加
1732,front,ja,Menu,メニュー
1735,front,ja,Clear,クリア
1736,front,ja,Place Order,注文する
1737,front,ja,Checkout,チェックアウト
1738,front,ja,Delivery details,配達の詳細
1739,front,ja,Change address,住所を変更する
1740,front,ja,Pick a time,時間を選ぶ
1741,front,ja,Schedule for later,後でスケジュールする
1742,front,ja,Done,終わり
1743,front,ja,Save,保存
1744,front,ja,Optional,オプション
1745,front,ja,Special Instructions,特別な指示
1746,front,ja,"Add a note (extra cheese, no onions, etc.)",メモを追加します（余分なチーズ、玉ねぎなしなど）
1747,front,ja,If sold out,売り切れの場合
1748,front,ja,Go with merchant recommendation,商人の推薦で行く
1749,front,ja,Refund this item,このアイテムを払い戻す
1750,front,ja,Contact me,私に連絡して
1751,front,ja,Cancel the entire order,注文全体をキャンセルする
1752,front,ja,Select 1,1を選択
1753,front,ja,Choose up to,まで選択
1754,front,ja,Select flavor,フレーバーを選択
1755,front,ja,Required,必須
1756,front,ja,monday,月曜
1757,front,ja,tuesday,火曜日
1758,front,ja,wednesday,水曜日
1759,front,ja,thursday,木曜日
1760,front,ja,friday,金曜日
1761,front,ja,saturday,土曜日
1762,front,ja,sunday,日曜日
1763,front,ja,You're out of range,範囲外です
1764,front,ja,This restaurant cannot deliver to,このレストランはに配達できません
1768,front,ja,We'll confirm that you can have this restaurant delivered.,このレストランを配達してもらうことができることを確認します。
1769,front,ja,add Address,住所を追加
1770,front,ja,Delivery Address,配送先住所
1772,front,ja,Store is close,店は近いです
1774,front,ja,Schedule Order,注文のスケジュール
1775,front,ja,min,分
1776,front,ja,Cooking Reference,クッキングリファレンス
1777,front,ja,Ingredients,材料
1778,front,ja,Order type and time,注文の種類と時間
1779,front,ja,Include utensils and condoments,調理器具やコンドミニアムを含める
1780,front,ja,Tip the courier,宅配便のチップ
1781,front,ja,Optional tip for the courier,宅配便のオプションのヒント
1782,front,ja,People also ordered,人々も注文しました
1783,front,ja,Choose a delivery address,配送先住所を選択してください
1784,front,ja,Add new address,新しい住所を追加する
1785,front,ja,Payment Methods,お支払い方法
1786,front,ja,Saved Payment Methods,保存された支払い方法
1787,front,ja,Sub total,小計
1788,front,ja,Service fee,サービス料
1789,front,ja,Courier tip,宅配便のヒント
1790,front,ja,Total,合計
1791,front,ja,Add New Payment Method,新しい支払い方法を追加する
1792,front,ja,Promotion available,利用可能なプロモーション
1793,front,ja,{{tax_name}} {{tax}}%,{{tax_name}} {{tax}}％
1794,front,ja,{{tax_name}} ({{tax}}% included),{{tax_name}}（{{tax}}％を含む）
1795,front,ja,Packaging fee,梱包料
1797,front,ja,minimum order is {{minimum_order}},最小注文は{{minimum_order}}です
1798,front,ja,maximum order is {{maximum_order}},最大順序は{{maximum_order}}です
1800,front,ja,This restaurant cannot deliver to your location.,このレストランはあなたの場所に配達できません。
1801,front,ja,Back to Menu,メニューに戻る
1802,front,ja,Confirming your order,ご注文の確認
1803,front,ja,Write A Review,レビューを書く
1804,front,ja,What did you like?,何が好きでしたか？
1805,front,ja,What did you not like?,何が気に入らなかったのですか？
1806,front,ja,Add Photos,写真を追加
1807,front,ja,Write your review,レビューを書く
1808,front,ja,post review as anonymous,匿名でレビューを投稿
1809,front,ja,Your review helps us to make better choices,あなたのレビューは私たちがより良い選択をするのに役立ちます
1810,front,ja,Drop files here to upload,ここにファイルをドロップしてアップロードします
1811,front,ja,Add Review,レビューを追加
1812,front,ja,Maximum files exceeded,最大ファイル数を超えました
1813,front,ja,Your browser does not support drag'n'drop file uploads.,お使いのブラウザは、ドラッグアンドドロップファイルのアップロードをサポートしていません。
1814,front,ja,Please use the fallback form below to upload your files like in the olden days.,昔のようにファイルをアップロードするには、以下のフォールバックフォームを使用してください。
1815,front,ja,File is too big ({{filesize}}MiB). Max filesize: {{maxFilesize}}MiB.w,ファイルが大きすぎます（{{filesize}} MiB）。最大ファイルサイズ：{{maxFilesize}} MiB.w
1816,front,ja,You can't upload files of this type.,このタイプのファイルをアップロードすることはできません。
1817,front,ja,Server responded with {{statusCode}} code.,サーバーは{{statusCode}}コードで応答しました。
1818,front,ja,Cancel upload,アップロードをキャンセル
1819,front,ja,Are you sure you want to cancel this upload?,このアップロードをキャンセルしてもよろしいですか？
1820,front,ja,Remove file,ファイルを削除する
1821,front,ja,You can not upload any more files.,これ以上ファイルをアップロードすることはできません。
1822,front,ja,HOWS WAS YOUR ORDER?,ご注文はどうでしたか？
1823,front,ja,let us know how your delivery wen and how you liked your order!,あなたの配達がどのように、そしてあなたがあなたの注文をどのように気に入ったかを私たちに知らせてください！
1824,front,ja,Rate Your Order,ご注文を評価する
1825,front,ja,UPON ARRIVAL,到着時に
1826,front,ja,Order #,注文 ＃
1827,front,ja,Subtotal,小計
1828,front,ja,Preparing your order,ご注文の準備
1829,front,ja,{{restaurant_name}} is preparing your  order.,{{restaurant_name}}が注文の準備をしています。
1830,front,ja,Your order is ready,ご注文の準備ができました
1831,front,ja,Your order is ready to pickup by driver.,ご注文はドライバーが受け取る準備ができています。
1832,front,ja,Pickup your order,ご注文を受け取る
1833,front,ja,Your order is ready. Time to go to {{restaurant_name}} to pickup your order.,ご注文の準備が整いました。 {{restaurant_name}}にアクセスして注文を受け取ります。
1835,front,ja,Your order is ready. Time to go to {{restaurant_name}} to eat your order.,ご注文の準備が整いました。 {{restaurant_name}}に行って注文を食べましょう。
1836,front,ja,Heading to you,あなたに向かって
1837,front,ja,Your delivery guy is heading to you with your order.,あなたの配達人はあなたの注文であなたに向かっています。
1838,front,ja,Order Complete,注文完了
1839,front,ja,Your order is completed. Enjoy!,ご注文が完了しました。楽しみ！
1840,front,ja,Order cancelled,注文がキャンセルされました
1841,front,ja,"Unfortunately, the restaurant is not able to complete this order due to the following reason: {{rejetion_reason}}",残念ながら、レストランは次の理由によりこの注文を完了できません：{{rejetion_reason}}
1842,front,ja,Order rejected,注文が拒否されました
1845,front,ja,Your order failed to complete,ご注文は完了しませんでした
1846,front,ja,"Unfortunately, the restaurant is not able to complete your order.",残念ながら、レストランはご注文を完了できません。
1847,front,ja,We sent your order to {{restaurant_name}} for final confirmation.,最終確認のため、ご注文を{{restaurant_name}}に送信しました。
1848,front,ja,Notification,通知
1849,front,ja,View all,すべて表示
1850,front,ja,All notifications,すべての通知
1851,front,ja,end of results,結果の終わり
1852,front,ja,Manage my account,私のアカウントを管理する
1853,front,ja,Orders,注文
1854,front,ja,Addresses,住所
1855,front,ja,Payments,支払い
1856,front,ja,Saved Stores,保存されたストア
1857,front,ja,Order#{{order_id}} from {{customer_name}},{{customer_name}}からのOrder＃{{order_id}}
1858,front,ja,Your order #{{order_id}} is accepted by {{restaurant_name}},ご注文の＃{{order_id}}は{{restaurant_name}}によって受け付けられます
1859,front,ja,days ago,数日前
1860,front,ja,day,日
1861,front,ja,days,日々
1862,front,ja,ago,前に
1863,front,ja,Profile,プロフィール
1864,front,ja,Basic Details,基本的な詳細
1865,front,ja,Change Password,パスワードを変更する
1866,front,ja,Notifications,通知
1867,front,ja,Manage Account,アカウントの管理
1868,front,ja,"For your security, we want to make sure it's really you.",あなたのセキュリティのために、私たちはそれが本当にあなたであることを確認したいと思います。
1869,front,ja,Enter 6-digit code,6桁のコードを入力してください
1872,front,ja,Code,コード
1873,front,ja,Confirm account deletion,アカウントの削除を確認する
1874,front,ja,"(""Are you sure you want to delete your account and customer data from {{site_title}}?{{new_line}} This action is permanent and cannot be undone.",（「アカウントと顧客データを{{site_title}}から削除してもよろしいですか？{{new_line}}このアクションは永続的であり、元に戻すことはできません。
1875,front,ja,Delete Account,アカウントを削除する
1876,front,ja,Don't Delete,削除しないでください
1877,front,ja,Okay,わかった
1878,front,ja,2-Step Verification,2段階認証
1879,front,ja,Profile updated,プロフィール更新済み
1880,front,ja,Old password,以前のパスワード
1881,front,ja,New password,新しいパスワード
1882,front,ja,Notifications Settings,通知設定
1883,front,ja,Enabled,有効
1884,front,ja,Communication preferences,コミュニケーションの好み
1885,front,ja,Could not get device interests,デバイスの関心を取得できませんでした
1886,front,ja,notifications enabled,通知が有効
1887,front,ja,notifications disabled,通知が無効になっています
1888,front,ja,Could not stop Beams SDK,BeamsSDKを停止できませんでした
1889,front,ja,Could not start Beams SDK,BeamsSDKを起動できませんでした
1890,front,ja,Notification type save,通知タイプの保存
1891,front,ja,Could not set device interests,デバイスの関心を設定できませんでした
1893,front,ja,Select only the marketing messages you would like to receive from {{settings.site_name}}. You will still receive transactional emails including but not limited to information about your account and certain other updates such as those related to safety and privacy.,{{settings.site_name}}から受信するマーケティングメッセージのみを選択します。アカウントに関する情報や、安全性やプライバシーに関連する更新など、その他の特定の更新を含むがこれらに限定されないトランザクションメールを引き続き受信します。
1895,front,ja,Account Data,アカウントデータ
1896,front,ja,You can request an archive of your personal information. We'll notify you when it's ready to download.,個人情報のアーカイブをリクエストすることができます。ダウンロードの準備ができ次第お知らせします。
1897,front,ja,Request archive,アーカイブをリクエストする
1898,front,ja,We received your data request,データリクエストを受け取りました
1899,front,ja,we'll send your data as soon as we can. this process may take a few days. You will receive an email once your data is ready.,できるだけ早くデータを送信します。このプロセスには数日かかる場合があります。データの準備が整うと、メールが届きます。
1901,front,ja,"You can request to have your account deleted and personal information removed. If you have both a DoorDash and Caviar account, then the information associated with both will be affected to the extent we can identify that the accounts are owned by the same user.",アカウントの削除と個人情報の削除をリクエストできます。 DoorDashアカウントとCaviarアカウントの両方をお持ちの場合、アカウントが同じユーザーによって所有されていると識別できる範囲で、両方に関連付けられた情報が影響を受けます。
1902,front,ja,Your account is being deleted,アカウントが削除されます
